date,close
250521,99.56
250522,99.96
250523,99.11
250526,98.93
250527,99.52
250528,99.88
250529,99.28
250530,99.33
250602,98.70
250603,99.25
250604,98.79
250605,98.74
250606,99.19
250609,98.94
250610,99.05
250611,98.63
250612,97.92
250613,98.18
250616,98.00
250617,98.82
250618,98.91
250620,98.71
250623,98.42
250624,97.86
250625,97.68
250626,97.15
250627,97.40
250630,96.88
250701,96.82
250702,96.78
250703,97.18
250707,97.48
250708,97.51
250709,97.47
250710,97.65
250711,97.85
250714,98.08
250715,98.62
250716,98.39
250717,98.73
250718,98.48
250721,97.85
250722,97.39
250723,97.21
250724,97.38
250725,97.65
250728,98.66
250729,98.91
250730,99.94
250731,100.03
250801,98.69
250804,98.78
250805,98.78
250806,98.18
250807,98.40
250808,98.18
250811,98.52
250812,98.10
250813,97.84
250814,98.25
250815,97.85
250818,98.17
250819,98.27
250820,98.22
250821,98.62
250822,97.72
250825,98.43
250826,98.23
250827,98.23
250828,97.81
250829,97.77
250902,98.40
250903,98.14
250904,98.35
250905,97.77
250908,97.45
250909,97.79
250910,97.78
250911,97.54
250912,97.55
250915,97.30
250916,96.63
250917,96.87
250918,97.35
250919,97.64
250922,97.33
250923,97.26
250924,97.87
250925,98.55
250926,98.15
250929,97.91
250930,97.77
251001,97.71
251002,97.85
251003,97.72
251006,98.11
251007,98.58
251008,98.85
251009,99.54
251010,98.98
251013,99.27
251014,99.05
251015,98.79
251016,98.39
251017,98.43
251020,98.59
251021,98.93
251022,98.90
251023,98.94
251024,98.95
251027,98.78
251028,98.69
251029,99.22
251030,99.53
251031,99.80
251103,99.87
251104,100.22
251105,100.20
251106,99.73
251107,99.60
251110,99.62
251111,99.46
251112,99.48
251113,99.18
251114,99.27
251117,99.59
251118,99.55
251119,100.23
251120,100.16
251121,100.18
251124,100.14
251125,99.66
251126,99.60
251128,99.46
251201,99.41
251202,99.36
251203,98.85
251204,98.99
251205,98.99
251208,99.09
251209,99.22
251210,98.79
251211,98.35
251212,98.40
251215,98.15
251216,98.15
251217,98.37
251218,98.43
251219,98.60
251222,98.29
251223,97.94
251224,97.98
251226,98.02
251229,98.04
251230,98.24
251231,98.28
260102,98.42
260105,98.27
260106,98.58
260107,98.68
260108,98.93
260109,99.13
260112,98.86
260113,99.13
260114,99.13
260115,99.32
260116,99.39
260120,98.64
260121,98.76
260122,98.36
260123,97.60
260126,97.04
260127,96.22
260128,96.45
260129,96.28
260130,96.99
260202,97.61
260203,97.44
260204,97.62
260205,97.82
260206,97.63
260209,96.82
260210,96.80
260211,96.83
260212,96.93
260213,96.88
260217,97.16
260218,97.70
260219,97.93
260220,97.80
260223,97.70
260224,97.88
260225,97.70
260226,97.79
260227,97.61
260302,98.38
260303,99.05
260304,98.77
260305,99.32
260306,98.99
260309,99.18
